City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Olga,RU,43.7444,135.2892,42.1,54,100,5.73,overcast clouds
Faanui,PF,-16.4833,-151.75,82.18,69,8,23.89,overcast clouds
Yeppoon,AU,-23.1333,150.7333,67.78,89,29,11.92,overcast clouds
Bilma,NE,18.6853,12.9164,87.75,9,63,5.37,overcast clouds
Mandurah,AU,-32.55,115.7,57.09,70,59,6.82,overcast clouds
Hanmer Springs,NZ,-42.5167,172.8167,50.81,75,6,1.36,overcast clouds
Kitob,UZ,39.0843,66.8332,72.5,42,69,3.8,overcast clouds
Rizhao,CN,35.4275,119.4553,48.09,79,82,5.97,overcast clouds
Sunndalsora,NO,62.6754,8.5515,33.06,99,100,2.08,overcast clouds
Coihaique,CL,-45.5752,-72.0662,45.21,86,20,0.0,overcast clouds
Gorontalo,ID,0.5412,123.0595,75.72,90,98,2.33,overcast clouds
Phuket,TH,8.0,98.25,89.13,82,40,3.44,overcast clouds
Mecca,SA,21.4267,39.8261,83.53,43,0,5.39,overcast clouds
Darovskoy,RU,58.77,47.9564,26.17,68,50,3.51,overcast clouds
Milkovo,RU,54.7167,158.6167,33.3,93,100,9.57,overcast clouds
Inyonga,TZ,-6.7167,32.0667,62.53,98,41,4.63,overcast clouds
Jalingo,NG,8.8833,11.3667,85.01,49,82,3.83,overcast clouds
Safonovo,RU,55.15,33.2167,32.81,65,4,1.79,overcast clouds
Berbera,SO,10.4396,45.0143,84.29,81,64,5.46,overcast clouds
Tazovskiy,RU,67.4667,78.7,16.74,91,100,5.99,overcast clouds
Hualmay,PE,-11.0964,-77.6139,69.82,81,85,7.45,overcast clouds
Locri,IT,38.2414,16.2623,64.31,69,100,6.04,overcast clouds
Dudinka,RU,69.4058,86.1778,2.77,99,100,4.12,overcast clouds
Along,IN,28.1667,94.7667,65.98,87,75,2.3,overcast clouds
Santa Marinella,IT,42.0345,11.8536,60.71,56,0,7.99,overcast clouds
Ahuimanu,US,21.4447,-157.8378,82.11,65,20,12.66,overcast clouds
Williams Lake,CA,52.1415,-122.1445,54.05,41,75,9.22,overcast clouds
Atiquizaya,SV,13.9769,-89.7525,90.19,43,40,4.61,overcast clouds
Mitsamiouli,KM,-11.3847,43.2844,81.18,79,93,18.72,overcast clouds
Kurilsk,RU,45.2333,147.8833,34.97,86,30,9.78,overcast clouds
Maracaju,BR,-21.6144,-55.1683,84.65,37,73,1.21,overcast clouds
Bambanglipuro,ID,-7.95,110.2833,76.98,88,61,3.85,overcast clouds
Polovinnoye,RU,54.7914,65.9864,63.03,41,71,15.32,overcast clouds
Vryheid,ZA,-27.7695,30.7917,48.94,90,0,3.11,overcast clouds
Anaimalai,IN,10.5833,76.9333,77.97,88,15,6.4,overcast clouds
Khandagayty,RU,50.7333,92.05,38.23,47,37,2.84,overcast clouds
Ozernovskiy,RU,51.5,156.5167,33.01,82,100,7.31,overcast clouds
Cornwall,CA,45.0181,-74.7281,51.26,27,0,16.11,overcast clouds
New Ulm,US,44.3125,-94.4605,55.78,57,75,14.97,overcast clouds
Sernur,RU,56.9333,49.1536,29.8,67,62,4.72,overcast clouds
Afsin,TR,38.2477,36.914,59.04,36,17,1.83,overcast clouds
Chiriguana,CO,9.3624,-73.6031,83.41,81,100,0.76,overcast clouds
Koungou,YT,-12.7336,45.2042,82.11,78,40,17.27,overcast clouds
Seoul,KR,37.5683,126.9778,53.17,90,100,6.91,overcast clouds
Zhigansk,RU,66.7697,123.3711,10.62,97,56,7.76,overcast clouds
Butembo,CD,0.15,29.2833,59.0,100,100,1.19,overcast clouds
Notse,TG,6.95,1.1667,76.84,74,83,3.83,overcast clouds
Usevya,TZ,-7.1,31.2333,66.58,94,33,4.29,overcast clouds
Kholmogory,RU,64.2229,41.656,25.14,85,28,6.8,overcast clouds
Yakima,US,46.4665,-120.6678,59.72,43,20,5.75,overcast clouds
Arlit,NE,18.7369,7.3853,82.51,6,4,9.4,overcast clouds
Alta Floresta,BR,-9.8756,-56.0861,89.42,55,20,4.61,overcast clouds
Bongandanga,CD,1.5,21.05,69.26,96,65,2.33,overcast clouds
Amahai,ID,-3.3333,128.9167,77.4,84,100,4.09,overcast clouds
Aberdeen,GB,57.1437,-2.0981,50.65,66,100,4.61,overcast clouds
Waipawa,NZ,-41.4122,175.5153,53.17,69,84,3.6,overcast clouds
Katherine,AU,-14.4667,132.2667,79.12,78,75,0.0,overcast clouds
Bonthe,SL,7.5264,-12.505,80.92,82,58,7.43,overcast clouds
Biltine,TD,14.5333,20.9167,92.48,25,74,2.73,overcast clouds
Stornoway,GB,58.2093,-6.3865,49.96,80,96,5.75,overcast clouds
Jibuti,DJ,11.5,42.5,76.87,78,57,15.5,overcast clouds
Candido Mendes,BR,-1.4467,-45.7167,76.1,95,100,4.38,overcast clouds
Mvuma,ZW,-19.2792,30.5283,51.75,90,2,5.64,overcast clouds
Dillon,US,34.4166,-79.3712,76.87,35,3,9.84,overcast clouds
Evans,US,33.5337,-82.1307,80.89,29,0,3.0,overcast clouds
Necochea,AR,-38.5473,-58.7368,52.32,56,90,17.63,overcast clouds
Namikupa,TZ,-10.8333,39.6,68.77,95,100,3.78,overcast clouds
Kavaratti,IN,10.5669,72.642,84.45,76,81,5.26,overcast clouds
Mehamn,NO,71.0357,27.8492,22.91,64,100,26.46,overcast clouds
Brodokalmak,RU,55.5748,62.082,54.5,74,100,12.68,overcast clouds
Pinotepa Nacional,MX,16.3167,-98.0167,92.34,36,3,11.56,overcast clouds
Camapua,BR,-19.5314,-54.0439,82.2,32,13,6.17,overcast clouds
Gerede,TR,40.8008,32.1969,45.97,88,87,1.86,overcast clouds
Mtama,TZ,-10.3,39.3667,70.79,95,97,3.06,overcast clouds
Fortuna,US,40.5982,-124.1573,60.93,62,0,12.66,overcast clouds
Sao Filipe,CV,14.8961,-24.4956,72.01,71,2,8.23,overcast clouds
Albanel,CA,48.8832,-72.4487,42.94,36,97,19.57,overcast clouds
Camacha,PT,33.0833,-16.3333,58.42,77,20,10.36,overcast clouds
Sandur,IN,15.1,76.55,85.42,38,48,1.5,overcast clouds
Srednekolymsk,RU,67.45,153.6833,13.05,91,99,5.35,overcast clouds
Ongandjera,NA,-17.8833,15.0667,77.09,32,28,5.53,overcast clouds
Ribeira Brava,PT,32.65,-17.0667,65.71,82,93,3.4,overcast clouds
Catuday,PH,16.2923,119.8062,80.67,74,100,11.79,overcast clouds
Yalta,UA,44.5,34.1667,58.28,55,44,8.23,overcast clouds
Atar,MR,20.5169,-13.0499,82.65,12,4,8.25,overcast clouds
Cobija,BO,-11.0267,-68.7692,91.58,58,40,5.75,overcast clouds
Nanao,JP,37.05,136.9667,51.3,73,100,12.53,overcast clouds
Fort Nelson,CA,58.8053,-122.7002,33.39,93,100,11.5,overcast clouds
Morondava,MG,-20.2833,44.2833,74.43,61,0,10.56,overcast clouds
Piedras,CO,4.5383,-74.8818,77.7,68,86,3.56,overcast clouds
Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.5,91,100,9.8,overcast clouds
Brigantine,US,39.4101,-74.3646,59.2,28,0,24.16,overcast clouds
Honiara,SB,-9.4333,159.95,80.6,81,94,3.33,overcast clouds
Nehe,CN,48.4833,124.8333,38.52,43,92,7.14,overcast clouds
Borovskoy,KZ,53.8,64.15,61.52,41,99,15.46,overcast clouds
Tura,IN,25.5198,90.2201,74.53,81,0,3.65,overcast clouds
Newport,GB,51.5877,-2.9984,50.54,73,100,9.19,overcast clouds
Agirish,RU,61.9247,63.0231,28.81,96,100,10.74,overcast clouds
Lazaro Cardenas,MX,17.9583,-102.2,86.54,51,1,12.26,overcast clouds
Tamasane,BW,-22.4184,27.4013,59.7,55,0,5.03,overcast clouds
Floro,NO,61.5996,5.0328,42.76,75,75,5.75,overcast clouds
Lodja,CD,-3.4833,23.4333,71.87,92,88,1.12,overcast clouds
Cookeville,US,36.1628,-85.5016,76.71,33,0,6.91,overcast clouds
Fermo,IT,43.1647,13.7233,54.86,54,0,7.96,overcast clouds
Ketchikan,US,55.3422,-131.6461,50.47,62,0,12.66,overcast clouds
Lethem,GY,3.3803,-59.7968,88.57,56,93,5.95,overcast clouds
Hofn,IS,64.2539,-15.2082,46.2,79,10,3.24,overcast clouds
Sarahan,IN,31.5167,77.8,57.09,39,92,8.25,overcast clouds
Charyshskoye,RU,51.3978,83.5598,47.32,65,7,5.37,overcast clouds
Great Falls,US,47.5002,-111.3008,57.16,31,0,8.05,overcast clouds
Dalby,AU,-27.1833,151.2667,65.7,81,98,8.41,overcast clouds
Matagami,CA,49.7502,-77.6328,41.11,30,0,13.8,overcast clouds
Edd,ER,13.9297,41.6925,88.32,60,76,3.8,overcast clouds
Yagoua,CM,10.3411,15.2329,87.01,43,49,2.46,overcast clouds
Teknaf,BD,20.8624,92.3058,78.33,89,17,1.48,overcast clouds
Shelburne,CA,44.0787,-80.2041,45.39,31,0,12.93,overcast clouds
Durban,ZA,-29.8579,31.0292,67.01,86,0,5.99,overcast clouds
Ahipara,NZ,-35.1667,173.1667,61.0,77,5,7.81,overcast clouds
Myre,NO,69.1036,15.9492,30.15,56,100,20.31,overcast clouds
Safaga,EG,26.7292,33.9365,78.17,40,1,5.86,overcast clouds
Svetlogorsk,BY,52.6333,29.7333,40.08,72,53,3.62,overcast clouds
Kimberley,ZA,-28.7323,24.7623,58.69,67,13,11.5,overcast clouds
Trincomalee,LK,8.5711,81.2335,81.66,81,57,5.19,overcast clouds
Porto De Moz,BR,-1.7483,-52.2383,77.29,93,100,3.65,overcast clouds
Saint Anthony,US,45.0205,-93.218,48.25,61,100,14.97,overcast clouds
Farafangana,MG,-22.8167,47.8333,70.03,80,87,11.65,overcast clouds
Guiratinga,BR,-16.3494,-53.7583,80.62,48,26,4.9,overcast clouds
Antalaha,MG,-14.9003,50.2788,74.82,79,20,10.67,overcast clouds
Aragarcas,BR,-15.8975,-52.2508,92.05,40,20,0.0,overcast clouds
Najran,SA,17.4924,44.1277,70.45,47,17,3.87,overcast clouds
Mapiri,BO,-15.25,-68.1667,80.85,68,85,2.98,overcast clouds
Nipawin,CA,53.3668,-104.0009,51.84,58,75,10.36,overcast clouds
Limerick,IE,52.6647,-8.6231,51.75,90,99,3.49,overcast clouds
Teahupoo,PF,-17.8333,-149.2667,78.76,74,24,22.55,overcast clouds
Upernavik,GL,72.7868,-56.1549,18.16,86,32,3.51,overcast clouds
Cuamba,MZ,-14.8031,36.5372,62.04,94,28,5.84,overcast clouds
Wahiawa,US,21.5028,-158.0236,79.12,60,75,12.66,overcast clouds
Trapani,IT,37.8333,12.6667,62.28,88,0,6.91,overcast clouds
Samarai,PG,-10.6167,150.6667,81.45,78,29,9.93,overcast clouds
Severo-Yeniseyskiy,RU,60.3725,93.0408,39.24,93,99,6.58,overcast clouds
Bocaiuva,BR,-17.1078,-43.815,82.11,52,13,7.45,overcast clouds
Tilichiki,RU,60.4667,166.1,30.97,88,98,11.01,overcast clouds
Sheridan,US,44.8333,-106.9173,60.46,48,100,10.0,overcast clouds
Aguie,NE,13.506,7.7786,91.54,16,94,7.31,overcast clouds
Rochegda,RU,62.8,43.25,28.35,87,99,6.96,overcast clouds
Punta Alta,AR,-38.8759,-62.0736,51.87,38,11,14.03,overcast clouds
Wageningen,NL,51.9667,5.6667,51.94,76,100,10.36,overcast clouds
Trairi,BR,-3.2778,-39.2689,77.2,92,56,7.52,overcast clouds
Lata,PT,40.1629,-8.3327,60.82,85,36,0.98,overcast clouds
Cockburn Town,TC,21.4612,-71.1419,75.51,59,38,11.59,overcast clouds
Slavyanka,RU,42.8633,131.3847,44.13,58,100,7.67,overcast clouds
Walvis Bay,NA,-22.9575,14.5053,83.35,21,1,13.8,overcast clouds
Faranah,GN,10.0404,-10.7434,80.65,59,100,7.65,overcast clouds
Port Lincoln,AU,-34.7333,135.8667,61.47,89,99,8.5,overcast clouds
Bada,RU,51.392,109.8717,23.36,78,22,3.36,overcast clouds
Severnoye,RU,56.3491,78.3619,60.91,63,100,10.94,overcast clouds
Pangody,RU,65.85,74.4859,21.34,90,100,10.07,overcast clouds
Ewa Beach,US,21.3156,-158.0072,82.35,55,0,17.27,overcast clouds
Shamgarh,IN,24.1833,75.6333,89.89,15,46,11.41,overcast clouds
Tahe,CN,52.3333,124.7333,32.61,60,100,5.44,overcast clouds
Svetlyy,RU,54.675,20.1347,36.97,61,16,1.72,overcast clouds
Balikpapan,ID,-1.2675,116.8289,77.99,94,20,5.75,overcast clouds
Bonfim,BR,3.0833,-59.95,88.59,56,93,4.97,overcast clouds
Kibre Mengist,ET,5.8833,38.9833,57.49,96,71,1.12,overcast clouds
Muyuka,CM,4.2898,9.4103,75.85,94,12,1.79,overcast clouds
Port Washington,US,40.8257,-73.6982,58.98,20,20,21.85,overcast clouds
Elk City,US,35.412,-99.4043,82.62,44,40,18.41,overcast clouds
Vardo,NO,70.3705,31.1107,19.38,93,75,25.32,overcast clouds
Swinford,IE,53.95,-8.95,51.33,89,100,3.69,overcast clouds
Marand,IR,38.4329,45.7749,56.16,67,28,4.03,overcast clouds
Yumen,CN,40.2833,97.2,47.79,25,100,7.56,overcast clouds
Khilok,RU,51.3674,110.4676,23.04,75,71,4.03,overcast clouds
Aripuana,BR,-9.1667,-60.6333,84.22,70,100,1.63,overcast clouds
Plotnikovo,RU,55.0247,85.9436,55.74,52,100,11.21,overcast clouds
Cody,US,44.5263,-109.0565,58.91,43,0,5.75,overcast clouds
Narasannapeta,IN,18.4167,84.05,79.57,91,40,7.18,overcast clouds
Houlton,US,46.1262,-67.8403,34.21,86,100,12.66,overcast clouds
Tolcayuca,MX,19.95,-98.9167,75.94,23,31,13.35,overcast clouds
Panzhihua,CN,26.5851,101.7128,65.01,66,31,2.42,overcast clouds
Feijo,BR,-8.1642,-70.3536,79.97,82,93,0.51,overcast clouds
Terme,TR,41.2092,36.9739,53.31,93,100,6.8,overcast clouds
Kaeo,NZ,-35.1,173.7833,56.32,97,7,9.57,overcast clouds
Rajapur,IN,25.3833,81.15,90.39,12,0,5.59,overcast clouds
Tabuk,PH,17.4189,121.4443,73.62,85,73,3.15,overcast clouds
Ixtapa,MX,20.7,-105.2,93.63,31,20,8.84,overcast clouds
Trinidad,BO,-14.8333,-64.9,93.18,55,20,10.36,overcast clouds
Prince Rupert,CA,54.3161,-130.3201,50.09,71,75,13.8,overcast clouds
Port-Gentil,GA,-0.7193,8.7815,80.56,89,20,4.61,overcast clouds
Kenai,US,60.5544,-151.2583,49.03,68,20,6.91,overcast clouds
Adrar,MR,20.5022,-10.0711,79.05,10,0,6.78,overcast clouds
Potrero Del Llano,MX,21.05,-97.6833,87.8,48,41,16.73,overcast clouds
Pochutla,MX,15.7432,-96.4661,91.81,52,58,8.41,overcast clouds
Colac,AU,-38.3333,143.5833,61.83,87,36,6.62,overcast clouds
Pisco,PE,-13.7,-76.2167,71.65,68,0,12.66,overcast clouds
Akyab,MM,20.15,92.9,80.55,86,25,5.97,overcast clouds
Bella Union,UY,-30.2752,-57.6007,62.8,81,62,11.27,overcast clouds
Mill Valley,US,37.906,-122.545,66.78,60,0,8.01,overcast clouds
Jiazi,CN,22.8779,116.067,76.55,90,48,2.08,overcast clouds
Bullhead City,US,35.1478,-114.5683,92.59,10,0,18.41,overcast clouds
Wad Rawah,SD,15.1603,33.1397,92.75,10,4,13.49,overcast clouds
Mtambile,TZ,-5.3833,39.7,78.73,84,72,13.42,overcast clouds
Solikamsk,RU,59.6196,56.7729,23.97,93,28,6.26,overcast clouds
Shaowu,CN,27.3409,117.4831,64.89,98,91,5.41,overcast clouds
Kaspiysk,RU,42.8816,47.6392,57.38,76,20,0.0,overcast clouds
Tarauaca,BR,-8.1614,-70.7656,80.2,84,88,0.87,overcast clouds
Byron Bay,AU,-28.65,153.6167,66.94,87,87,3.2,overcast clouds
Rockford,US,42.2711,-89.094,53.85,63,100,9.22,overcast clouds
Panalingaan,PH,8.7842,117.4231,77.86,91,100,6.64,overcast clouds
Purranque,CL,-40.9167,-73.1667,52.93,73,100,1.77,overcast clouds
Russell,US,32.3502,-85.1999,81.68,24,0,10.36,overcast clouds
Ambilobe,MG,-13.2,49.05,72.63,96,30,2.86,overcast clouds
Ulladulla,AU,-35.35,150.4667,61.7,89,1,6.51,overcast clouds
Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.53,81,100,9.71,overcast clouds
Tamandare,BR,-8.7597,-35.1047,78.28,81,99,9.06,overcast clouds
Komsomolskiy,UZ,40.4272,71.7189,65.12,59,96,4.61,overcast clouds
Shama,CN,33.6102,104.2852,48.11,85,91,2.17,overcast clouds
Sampit,ID,-2.5333,112.95,75.11,99,95,0.81,overcast clouds
Oga,IT,46.4631,10.347,48.88,79,2,2.93,overcast clouds
Turan,VN,16.0678,108.2208,78.78,89,20,3.44,overcast clouds
Asau,RO,46.4333,26.4,49.95,100,100,4.14,overcast clouds
Hirara,JP,24.8,125.2833,79.56,88,0,16.93,overcast clouds
Alice Springs,AU,-23.7,133.8833,72.95,32,37,5.75,overcast clouds
Dongying,CN,37.4564,118.4856,45.55,86,16,5.32,overcast clouds
Vao,NC,-22.6667,167.4833,72.63,76,100,23.11,overcast clouds
Mareeba,AU,-17.0,145.4333,70.52,93,99,1.36,overcast clouds
Kodar,IN,16.9833,79.9667,85.55,53,94,6.2,overcast clouds
Dryden,CA,49.7833,-92.7503,46.69,21,75,11.5,overcast clouds
Kousseri,CM,12.0769,15.0306,90.07,36,17,3.6,overcast clouds
Kitimat,CA,54.0524,-128.6534,55.9,56,52,3.0,overcast clouds
Blagoyevo,RU,63.3667,47.9167,22.86,89,31,5.59,overcast clouds
Ardakan,IR,32.31,54.0175,77.67,18,74,4.12,overcast clouds
Debre Birhan,ET,9.6833,39.5333,52.68,85,97,2.19,overcast clouds
Candolim,IN,15.5181,73.7626,80.6,78,75,4.61,overcast clouds
Roros,NO,62.5747,11.3842,30.04,74,75,12.66,overcast clouds
Chicama,PE,-7.8447,-79.1469,64.94,71,81,8.63,overcast clouds
Qui Nhon,VN,13.7667,109.2333,77.88,90,100,5.46,overcast clouds
Kirkwall,GB,58.9848,-2.9587,48.25,93,100,9.22,overcast clouds
Aguimes,ES,27.9054,-15.4461,63.23,63,20,18.41,overcast clouds
Alibag,IN,18.6411,72.8792,86.07,82,0,6.35,overcast clouds
Rio Grande,BR,-32.035,-52.0986,62.71,82,59,10.42,overcast clouds
Petaluma,US,38.2324,-122.6367,72.05,57,0,21.85,overcast clouds
Borba,BR,-4.3878,-59.5939,76.26,95,98,2.06,overcast clouds
Assare,BR,-6.8744,-39.875,75.94,53,30,4.36,overcast clouds
Kindu,CD,-2.95,25.95,69.17,98,100,1.86,overcast clouds
Koslan,RU,63.4564,48.8989,23.5,84,20,6.91,overcast clouds
Sola,VU,-13.8833,167.55,83.07,79,100,0.0,overcast clouds
Bachaquero,VE,9.9694,-71.1494,81.01,81,100,4.5,overcast clouds
Gurun,MY,5.8172,100.4738,78.58,93,24,2.04,overcast clouds
Matadi,CD,-5.8167,13.45,76.59,97,100,3.62,overcast clouds
Turayf,SA,31.6725,38.6637,62.85,82,75,16.11,overcast clouds
Chara,RU,56.9064,118.2631,23.29,71,54,1.59,overcast clouds
Takapau,NZ,-40.0333,176.35,54.73,68,74,3.29,overcast clouds
Lalsot,IN,26.5667,76.3333,89.49,16,94,11.25,overcast clouds
Lundazi,ZM,-12.2929,33.1782,60.22,91,36,7.81,overcast clouds
Jumla,NP,29.2747,82.1838,50.79,52,7,4.38,overcast clouds
Dwarka,IN,22.2394,68.9678,82.72,76,0,11.88,overcast clouds
Funtua,NG,11.5233,7.3081,81.79,45,66,12.33,overcast clouds
Aksu,CN,41.1231,80.2644,54.48,50,2,8.84,overcast clouds
Havelock,US,34.8791,-76.9013,69.75,29,0,11.5,overcast clouds
Ankazoabo,MG,-22.2833,44.5167,63.0,80,0,7.99,overcast clouds
Tessalit,ML,20.1986,1.0114,82.98,10,0,6.6,overcast clouds
Dunedin,NZ,-45.8742,170.5036,52.0,78,1,2.21,overcast clouds
Sovetskiy,RU,61.3614,63.5842,31.35,96,100,11.34,overcast clouds
Mount Pleasant,US,32.7941,-79.8626,78.06,48,0,8.05,overcast clouds
Wonthaggi,AU,-38.6044,145.5913,64.81,84,27,9.66,overcast clouds
Taltal,CL,-25.4,-70.4833,64.17,81,25,5.32,overcast clouds
Kruisfontein,ZA,-34.0033,24.7314,57.87,62,12,2.42,overcast clouds
Mango,US,27.9797,-82.3065,85.14,73,100,10.36,overcast clouds
Coffs Harbour,AU,-30.3,153.1333,67.96,94,100,2.3,overcast clouds
Pimentel,PE,-6.8367,-79.9342,70.09,68,0,20.71,overcast clouds
Richards Bay,ZA,-28.783,32.0377,64.0,88,0,9.98,overcast clouds
Halifax,CA,44.6453,-63.5724,44.6,90,75,3.44,overcast clouds
Linguere,SN,15.3953,-15.1193,97.02,44,0,6.91,overcast clouds
Iquitos,PE,-3.7481,-73.2472,84.24,74,75,4.61,overcast clouds
Huarmey,PE,-10.0681,-78.1522,70.3,81,97,8.9,overcast clouds
Araouane,ML,18.9048,-3.5265,79.93,9,0,4.07,overcast clouds
Panukulan,PH,14.9333,121.8144,80.46,84,52,10.09,overcast clouds
Moroni,KM,-11.7022,43.2551,79.48,82,88,18.86,overcast clouds
Asfi,MA,32.2994,-9.2372,60.19,70,8,23.87,overcast clouds
Riyadh,SA,24.6877,46.7219,69.94,50,100,3.65,overcast clouds
College,US,64.8569,-147.8028,53.1,44,40,5.75,overcast clouds
Khani,GE,41.9563,42.9566,44.17,93,100,4.79,overcast clouds
Megion,RU,61.0296,76.1136,50.02,98,100,10.02,overcast clouds
Izobilnyy,RU,45.3741,41.7121,56.52,79,100,9.91,overcast clouds
Umm Kaddadah,SD,13.6017,26.6876,84.65,10,98,6.71,overcast clouds
Yaan,NG,7.3833,8.5667,78.84,69,62,5.21,overcast clouds
Majene,ID,-3.5403,118.9707,78.44,85,98,4.7,overcast clouds
Mesesenii De Jos,RO,47.15,22.9833,47.05,97,100,2.8,overcast clouds
Quakenbruck,DE,52.6833,7.95,47.59,79,83,6.6,overcast clouds
Tezu,IN,27.9167,96.1667,71.15,63,29,4.12,overcast clouds
Mwinilunga,ZM,-11.7358,24.4293,58.46,92,6,5.19,overcast clouds
Kemi,FI,65.8596,24.8228,28.17,46,0,4.61,overcast clouds
Lujiang,CN,31.2581,117.2817,49.98,89,100,10.45,overcast clouds
Leshukonskoye,RU,64.8989,45.7622,24.39,88,18,8.23,overcast clouds
Mangulile,HN,15.0667,-86.8,79.29,81,69,2.59,overcast clouds
Malatya,TR,38.5,38.0,60.85,39,40,4.61,overcast clouds
Santiago,CL,-33.4569,-70.6483,70.99,45,0,12.66,overcast clouds
Dali,CN,25.7,100.1833,56.39,55,0,4.68,overcast clouds
Vostok,RU,46.4856,135.8833,36.72,55,0,2.86,overcast clouds
Wajid,SO,3.8093,43.2471,75.94,81,95,9.46,overcast clouds
Panguna,PG,-6.3164,155.4848,76.39,73,96,2.26,overcast clouds
Hyderabad,IN,17.3753,78.4744,83.71,51,75,4.61,overcast clouds
Leningradskiy,RU,69.3833,178.4167,21.58,90,100,2.3,overcast clouds
Chumikan,RU,54.7183,135.315,31.14,63,67,11.05,overcast clouds
Bonavista,CA,48.6499,-53.1147,37.94,86,100,7.49,overcast clouds
Manzil Salim,TN,35.8567,8.4765,57.04,54,100,6.82,overcast clouds
Saint-Francois,FR,46.4154,3.9054,50.68,87,0,2.3,overcast clouds
Warrnambool,AU,-38.3833,142.4833,64.81,67,78,14.12,overcast clouds
Uray,RU,60.1247,64.7758,38.97,95,99,13.65,overcast clouds
